,date,initial_capital,investment_cost,investment_value,cash,net_capital,P&L,percentage_change
177,2021-12-07,1000000,965301.189,1039334.345,36192.010499999786,1075526.3554999998,75526.35549999983,0.075526
178,2021-12-08,1000000,965301.189,1036753.7937,36192.010499999786,1072945.8042,72945.8041999999,0.072946
179,2021-12-09,1000000,965301.189,1037794.3709,36192.010499999786,1073986.3813999998,73986.38139999984,0.073986
180,2021-12-10,1000000,965301.189,1047242.8968,36192.010499999786,1083434.9072999998,83434.90729999985,0.083435
181,2021-12-13,1000000,965301.189,1054201.8216,36192.010499999786,1090393.8320999998,90393.83209999977,0.090394
182,2021-12-14,1000000,965301.189,1051701.9071,36192.010499999786,1087893.9175999998,87893.91759999981,0.087894
183,2021-12-15,1000000,965301.189,1065843.3639,36192.010499999786,1102035.3743999999,102035.37439999986,0.102035
184,2021-12-16,1000000,965301.189,1072258.0719,36192.010499999786,1108450.0824,108450.08239999996,0.10845
185,2021-12-17,1000000,965301.189,1064503.2949,36192.010499999786,1100695.3054,100695.30539999995,0.100695
186,2021-12-20,1000000,965301.189,1061642.7222,36192.010499999786,1097834.7326999998,97834.73269999982,0.097835
187,2021-12-21,1000000,965301.189,1063116.7321,36192.010499999786,1099308.7425999998,99308.74259999976,0.099309
188,2021-12-22,1000000,965301.189,1070860.8284,36192.010499999786,1107052.8388999999,107052.83889999986,0.107053
189,2021-12-23,1000000,965301.189,1074184.5425,36192.010499999786,1110376.5529999998,110376.55299999984,0.110377
190,2021-12-24,1000000,965301.189,1074834.8649,36192.010499999786,1111026.8753999998,111026.87539999979,0.111027
191,2021-12-27,1000000,965301.189,1081979.6256,36192.010499999786,1118171.6360999998,118171.63609999977,0.118172
192,2021-12-28,1000000,965301.189,1087034.1145,36192.010499999786,1123226.1249999998,123226.12499999977,0.123226
193,2021-12-29,1000000,965301.189,1093696.484,36192.010499999786,1129888.4944999998,129888.4944999998,0.129888
194,2021-12-30,1000000,965301.189,1094441.6067,36192.010499999786,1130633.6171999997,130633.61719999975,0.130634
195,2021-12-31,1000000,965301.189,1095668.8913,36192.010499999786,1131860.9017999999,131860.90179999988,0.131861
196,2022-01-03,1000000,965301.189,1091601.474,36192.010499999786,1127793.4844999998,127793.48449999979,0.127793
197,2022-01-04,1000000,988095.4528,1099374.4164,28699.158999999767,1128073.5753999997,128073.57539999974,0.128074
198,2022-01-05,1000000,988095.4528,1098686.4426,28699.158999999767,1127385.6015999997,127385.6015999997,0.127386
199,2022-01-06,1000000,988095.4528,1091284.9907,28699.158999999767,1119984.1496999997,119984.14969999972,0.119984
200,2022-01-07,1000000,988095.4528,1090605.006,28699.158999999767,1119304.1649999998,119304.1649999998,0.119304
201,2022-01-10,1000000,988095.4528,1091129.3202,28699.158999999767,1119828.4791999997,119828.47919999971,0.119828
202,2022-01-11,1000000,988095.4528,1090535.8216,28699.158999999767,1119234.9805999997,119234.98059999966,0.119235
203,2022-01-12,1000000,988095.4528,1089541.8632,28699.158999999767,1118241.0221999998,118241.02219999977,0.118241
204,2022-01-13,1000000,988095.4528,1087616.5249,28699.158999999767,1116315.6838999998,116315.68389999983,0.116316
205,2022-01-14,1000000,988095.4528,1085653.1022,28699.158999999767,1114352.2611999998,114352.26119999983,0.114352
206,2022-01-17,1000000,988095.4528,1086621.0623,28699.158999999767,1115320.2212999999,115320.22129999986,0.11532
207,2022-01-18,1000000,988095.4528,1076039.1834,28699.158999999767,1104738.3423999997,104738.34239999973,0.104738
208,2022-01-19,1000000,988095.4528,1073521.1994,28699.158999999767,1102220.3583999998,102220.3583999998,0.10222
209,2022-01-20,1000000,988095.4528,1067571.76,28699.158999999767,1096270.9189999998,96270.91899999976,0.096271
210,2022-01-21,1000000,988095.4528,1061993.9554,28699.158999999767,1090693.1143999998,90693.11439999985,0.090693
211,2022-01-24,1000000,988095.4528,1055657.0374,28699.158999999767,1084356.1963999998,84356.19639999978,0.084356
212,2022-01-25,1000000,988095.4528,1047233.9546,28699.158999999767,1075933.1135999998,75933.11359999981,0.075933
213,2022-01-26,1000000,988095.4528,1043897.1239,28699.158999999767,1072596.2828999998,72596.28289999976,0.072596
214,2022-01-27,1000000,988095.4528,1051176.6556,28699.158999999767,1079875.8145999997,79875.81459999969,0.079876
215,2022-01-28,1000000,988095.4528,1062636.1387,28699.158999999767,1091335.2976999998,91335.29769999976,0.091335
216,2022-01-31,1000000,988095.4528,1068391.6027,28699.158999999767,1097090.7616999997,97090.76169999968,0.097091
217,2022-02-01,1000000,988095.4528,1067940.7355,28699.158999999767,1096639.8944999997,96639.8944999997,0.09664
218,2022-02-02,1000000,985804.3789,1070146.2672,40901.84229999976,1111048.1094999996,111048.10949999955,0.111048
219,2022-02-03,1000000,985804.3789,1069164.0127,40901.84229999976,1110065.8549999997,110065.85499999975,0.110066
220,2022-02-04,1000000,985804.3789,1059888.7701,40901.84229999976,1100790.6123999998,100790.61239999975,0.100791
221,2022-02-07,1000000,985804.3789,1062859.4003,40901.84229999976,1103761.2425999998,103761.24259999976,0.103761
222,2022-02-08,1000000,985804.3789,1068112.0537,40901.84229999976,1109013.8959999997,109013.89599999972,0.109014
223,2022-02-09,1000000,985804.3789,1068783.2264,40901.84229999976,1109685.0686999997,109685.06869999971,0.109685
224,2022-02-10,1000000,985804.3789,1054835.687,40901.84229999976,1095737.5292999996,95737.52929999959,0.095738
225,2022-02-11,1000000,985804.3789,1055294.0547,40901.84229999976,1096195.8969999996,96195.89699999965,0.096196
226,2022-02-14,1000000,985804.3789,1045673.4163,40901.84229999976,1086575.2585999998,86575.25859999983,0.086575
227,2022-02-15,1000000,985804.3789,1046169.4735,40901.84229999976,1087071.3157999997,87071.31579999975,0.087071
228,2022-02-16,1000000,985804.3789,1048924.9967,40901.84229999976,1089826.8389999997,89826.83899999969,0.089827
229,2022-02-17,1000000,985804.3789,1049588.6455,40901.84229999976,1090490.4877999998,90490.48779999977,0.09049
230,2022-02-18,1000000,985804.3789,1048459.4716,40901.84229999976,1089361.3138999997,89361.31389999972,0.089361
231,2022-02-21,1000000,985804.3789,1046406.272,40901.84229999976,1087308.1142999998,87308.11429999978,0.087308
232,2022-02-22,1000000,985804.3789,1044534.9499,40901.84229999976,1085436.7921999998,85436.79219999979,0.085437
233,2022-02-23,1000000,985804.3789,1037034.693,40901.84229999976,1077936.5352999996,77936.53529999964,0.077937
234,2022-02-24,1000000,985804.3789,1021130.1997,40901.84229999976,1062032.0419999997,62032.04199999967,0.062032
